"project_id"	"source_id"	"headline"	"agency"	"date"
653	1446	"Ethiopia, China sign 42.9m US dollar loan agreement"	"BBC Monitoring Africa"	"12 August 2005"
1385	2802	"Ethiopia, China sign 9m-dollar grant agreement"	"BBC Monitoring Africa"	"25 November 2009"
1466	2940	"Ethiopia, China sign agreement for mineral development"	"Xinhua's China Economic Information Service"	"5 December 2011"
1458	2924	"Ethiopia, China sign agreement on trade, economic cooperation"	"Xinhua News Agency"	"16 November 2011"
1459	2928	"Ethiopia, China sign agreement on trade, economic cooperation"	"Xinhua News Agency"	"16 November 2011"
1403	2826	"Ethiopia, China sign loan, aid agreement"	"BBC Monitoring Africa"	"20 July 2010"
954	1997	"Ethiopia, China Sign Technical, Vocational Cooperation Accord"	"All Africa"	"12 April 2007"
957	2002	"Ethiopia, China Sign Technical, Vocational Cooperation Accord"	"All Africa"	"12 April 2007"
1381	2798	"Ethiopia, Chinese companies sign 225m US dollar construction agreement"	"BBC Monitoring Africa"	"27 October 2009"
964	2012	"Ethiopia, Chinese firm sign 50m-dollar road construction pact"	"BBC Monitoring Africa"	"31 July 2007"
1376	2783	"Ethiopia, Chinese firm sign 712m-dollar road construction accord"	"BBC Monitoring Africa"	"28 June 2009"
980	2058	"Ethiopia, Chinese firm sign 712m-dollar road construction accord"	"BBC Monitoring Africa"	"28 June 2009"
2383	4601	"Ethiopia, Somaliland, China to sign agreements on gas, oil, logistic deals"	"BBC Monitoring Africa"	"17 August 2011"
2385	4605	"Ethiopia, Somaliland, China to sign agreements on gas, oil, logistic deals"	"BBC Monitoring Africa"	"17 August 2011"
2386	4609	"Ethiopia, Somaliland, China to sign agreements on gas, oil, logistic deals"	"BBC Monitoring Africa"	"17 August 2011"
1437	2892	"ETHIOPIA: CHINA, ETHIOPIA SIGN MEMORANDUM ON TECHNOLOGY TRAINING"	"US Fed News"	"17 August 2010"
1395	2817	"Ethiopia: Chinese company to build new Power plant"	"Sudan Tribune"	"19 March 2010"
1393	2813	"ETHIOPIA: ETHIOPIA, CHINA SIGN PREFERENTIAL MARKET ACCESS AGREEMENT"	"US Fed News"	"13 January 2010"
1442	2900	"ETHIOPIA: LEATHER FACTORY TO BECOME LATEST CHINESE INVESTMENT IN ETHIOPIA"	"US Fed News"	"4 November 2010"
30001	6986	"ETHIOPIA: LEATHER FACTORY TO BECOME LATEST CHINESE INVESTMENT IN ETHIOPIA"	"US Fed News"	"4 November 2010"
967	2017	"Ethiopian bank signs loan agreement with Chinese bank"	"BBC Monitoring Africa"	"24 September 2007"
1072	2215	"Ethiopian bank signs loan agreement with Chinese bank"	"BBC Monitoring Africa"	"24 September 2007"
725	1591	"Ethiopian bank signs loan agreement with Chinese bank"	"BBC Monitoring Africa"	"24 September 2007"
969	2020	"Ethiopian bank signs loan agreement with Chinese bank"	"BBC Monitoring Africa"	"24 September 2007"
966	2015	"Ethiopian PM tells Chinese agriculture minister Ethiopia benefits from ties"	"BBC Monitoring Asia Pacific"	"2 September 2007"
565	1305	"Ethiopian Tigre province signs aid treaty with Chinese province"	"Agence France-Presse"	"29 July 2000"
585	1335	"Ethiopian Tigre province signs aid treaty with Chinese province"	"Agence France-Presse"	"29 July 2000"
527	1225	"Ethiopian, Chinese premiers hail ""growing"" ties between their countries"	"BBC Monitoring Africa"	"15 December 2003"
657	1453	"Ethiopian, Chinese ties ""gaining momentum"""	"BBC Monitoring Africa"	"18 October 2006"
567	1307	"Ethiopians air problems in Atlanta"	"The Atlanta Constitution""www.oromoliberationfront.org [http://www.oromoliberationfront.org/]"	"11 April 2000"
532	1236	"EXCHANGES NURTURE PEACE"	"China Daily"	"12 June 2010"
2397	4625	"EXCLUSIVE-Guinea-Chinese deal rests on $100 mln deposit"	"Reuters News"	"15 December 2009"
382	913	"EXIM BANK AGREES CONGO LOAN."	"China Daily"	"16 December 2000"
350	847	"Eximbank China Finances 11 Projects in Cameroon"	"All Africa"	"13 January 2011"
2356	4544	"Eximbank Floored by Competition ! Bauxite"	"Africa Mining Intelligence"	"14 November 2007"
187	494	"Eximbank Floored by Competition ! Bauxite"	"Africa Mining Intelligence"	"14 November 2007"
21063	7339	"Expansion of power station hits a snag"	"Business Day"	"15 January 2013"
617	1387	"FACTBOX-China-Africa trade links"	"Reuters News"	"30 January 2007"
561	1297	"FACTBOX-China-Africa trade links"	"Reuters News"	"28 January 2007"
2140	4188	"FACTBOX-China's commodities drive in Africa"	"Reuters News"	"11 February 2009"
2430	4701	"FACTBOX-China's oil work, deals in Libya"	"Reuters News"	"23 August 2011"
2431	4704	"FACTBOX-China's oil work, deals in Libya"	"Reuters News"	"23 August 2011"
2059	4039	"FACTBOX-Chinese money to fund Ghana's energy, infrastructure"	"Reuters News"	"26 October 2010"
2035	4004	"FACTBOX-Chinese money to fund Ghana's energy, infrastructure"	"Reuters News"	"26 October 2010"
24610	6767	"FACTBOX-Chinese money to fund Ghana's energy, infrastructure"	"Reuters News"	"26 October 2010"
2008	3938	"FACTBOX-Chinese money to fund Ghana's energy, infrastructure"	"Reuters News"	"26 October 2010"
978	2050	"FACTBOX-Chinese money to fund Ghana's energy, infrastructure"	"Reuters News"	"26 October 2010"
2030	3982	"FACTBOX-Chinese money to fund Ghana's energy, infrastructure"	"Reuters News"	"26 October 2010"
2029	3979	"FACTBOX-Chinese money to fund Ghana's energy, infrastructure"	"Reuters News"	"26 October 2010"
28056	6940	"FACTBOX-Chinese money to fund Ghana's energy, infrastructure"	"Reuters News"	"26 October 2010"
15327	5325	"FACTBOX-Foreign investment in Niger"	"Reuters News"	"12 January 2010"
2133	4163	"FACTBOX-Foreign investment in Niger"	"Reuters News"	"12 January 2010"
256	670	"FACTBOX-Foreign investment in Niger"	"Reuters News"	"12 January 2010"
2137	4179	"FACTBOX-Foreign investment in Niger"	"Reuters News"	"31 July 2009"
15174	5299	"FACTBOX-Hu's Africa tour - the deals"	"Reuters News"	"9 February 2007"
2300	4453	"FACTBOX-Hu's Africa tour - the deals"	"Reuters News"	"9 February 2007"
2316	4480	"FACTBOX-Hu's Africa tour - the deals"	"Reuters News"	"9 February 2007"
354	858	"FACTBOX-Hu's Africa tour - the deals"	"Reuters News"	"9 February 2007"
2307	4465	"FACTBOX-Hu's Africa tour - the deals"	"Reuters News"	"9 February 2007"
2274	4405	"Factiva Energy Digest – Dec. 24, 2007."	"Factiva Energy Digest"	"24 December 2007"
540	1253	"Factiva Energy Digest – Oct. 19, 2006."	"Factiva Energy Digest"	"19 October 2006"
1146	2387	"Farming the riches of the sea"	"African Business"	"1 December 2006"
1363	2767	"Fate of Donor Provided Tractors Remains Puzzle."	"All Africa"	"10 October 2001"
1444	2903	"Fate of Donor Provided Tractors Remains Puzzle."	"All Africa"	"10 October 2001"
1095	2256	"FDI Alert - Lesotho Becomes 36th Market For India's Pan-Africa Project"	"BMI Industry Insights - Telecommunications, Middle East &amp; Africa"	"7 July 2009"
244	637	"FEATURE-Senegal in dark as power cuts halt activity"	"Reuters News"	"21 May 2006"
984	2066	"FEATURE-Senegal in dark as power cuts halt activity"	"Reuters News"	"21 May 2006"
20251	6185	"Feature: Chinese ambassador bids farewell to adopted home"	"Xinhua News Agency"	"22 June 2009"
20216	6170	"Feature: Chinese-built demonstration center to revolutionize Zimbabwe's agriculture"	"Xinhua News Agency"	"15 September 2011"
823	1786	"Feature: Joyous moments as Chinese doctors restore sight to patients"	"Xinhua News Agency"	"24 November 2010"
25632	6853	"Feature: Joyous moments as Chinese doctors restore sight to patients"	"Xinhua News Agency"	"24 November 2010"
1277	2625	"Feature: Jubilations as Chinese medical ship docks at Kenyan port"	"Xinhua's China Economic Information Service"	"13 October 2010"
18845	5910	"Feature: Zimbabwe, China turn to sport to solidify relations"	"Xinhua News Agency"	"7 April 2010"
22506	6592	"Feature: Zimbabwean gov't lauds Chinese medical team for service"	"Xinhua News Agency"	"14 December 2011"
20216	6176	"Feature: Zimbabweans place high hope on Chinese-funded agricultural center"	"Xinhua News Agency"	"19 July 2010"
1850	3652	"FG Reserves 4 Oil Blocks for Chinese Firm"	"All Africa"	"27 April 2006"
1762	3508	"FG, China Sign N695m Water Contract for 19 States"	"All Africa"	"14 October 2005"
21563	6452	"Firm Awaits Nod to Export Diamonds"	"All Africa"	"7 April 2011"
20874	6306	"Firm Gets Over 1,000 Hectares Land"	"All Africa"	"28 December 2009"
1250	2571	"Firm to invest US$100mn to digitalize TVs in Mozambique"	"APANEWS"	"26 April 2011"
1666	3321	"Firms irked over China copies."	"Daily Yomiuri"	"5 May 2003"
19282	5989	"First Lady Urges Businesses to Support Less Privileged"	"All Africa"	"27 July 2007"
16847	5581	"FirstRand, Chinese Bank Partner For African Opportunities"	"Dow Jones International News"	"30 July 2009"
2163	4227	"Flexible Chinese loan to Sudan worth 240m dollars"	"BBC Monitoring Middle East"	"15 March 2004"
498	1167	"Flip-flops and football help China's Africa drive"	"Reuters News"	"17 December 2005"
1082	2234	"Floods Rendered 30,000 Homeless."	"All Africa"	"22 August 2002"
92	206	"Flop for CNPC"	"www.upstreamonline.com [http://www.upstreamonline.com]"	"23 March 2007"
1644	3277	"Flop for CNPC"	"www.upstreamonline.com [http://www.upstreamonline.com]"	"23 March 2007"
295	736	"Focusing on Africa: Cameroon to strengthen cooperation with China: Cameroonian PM"	"Xinhua News Agency"	"29 September 2006"
11897	4966	"Focusing on Africa: China not practicing neo-colonialism in Africa: Cameroonian scholar"	"Xinhua's China Economic Information Service"	"27 September 2006"
296	738	"Focusing on Africa: China not practicing neo-colonialism in Africa: Cameroonian scholar"	"Xinhua's China Economic Information Service"	"27 September 2006"
297	739	"Focusing on Africa: China not practicing neo-colonialism in Africa: Cameroonian scholar"	"Xinhua's China Economic Information Service"	"27 September 2006"
1391	2811	"Food Aid Pours in for 3.8 Million Hungry People."	"All Africa"	"24 August 2001"
2382	4599	"Food Aid Pours in for 3.8 Million Hungry People."	"All Africa"	"24 August 2001"
1896	3742	"Foreign Affairs $8 Million Complex Plan Launched"	"All Africa"	"22 December 2006"
1382	2799	"Foreign Minister calls for parity in trade with China."	"BBC Monitoring Africa - Political"	"14 March 2001"
1229	2538	"Former Namibian leader receives Chinese officials"	"BBC Monitoring Africa"	"18 November 2005"
1228	2536	"Former Namibian leader receives Chinese officials"	"BBC Monitoring Africa"	"18 November 2005"
1678	3354	"Four Chinese Automakers Plan to Set Up Plant in Ghana"	"SinoCast China Business Daily News (Abstracts)"	"14 September 2004"
2365	4564	"Four Chinese firms said to invest in Guinean bauxite resources"	"BBC Monitoring Africa"	"1 October 2007"
228	598	"Four Chinese firms said to invest in Guinean bauxite resources"	"BBC Monitoring Africa"	"1 October 2007"
2223	4310	"Freetown Renews Diplomatic Relations With Tripoli."	"All Africa"	"3 July 2002"
17777	5737	"From Shoes to Aircraft to Investment, Zimbabwe Pursues a Made-in-China Future"	"The New York Times"	"24 July 2005"
18101	5784	"From Shoes to Aircraft to Investment, Zimbabwe Pursues a Made-in-China Future"	"The New York Times"	"24 July 2005"
1950	3828	"FT.com site : China's CDB seals Nigerian deal."	"Financial Times (FT.Com)"	"30 October 2007"
1849	3651	"FT.com site : Nigeria turns to China for defence aid."	"Financial Times (FT.Com)"	"28 February 2006"
891	1904	"FT.com site : THE DONORS: A make-or-break moment after years of conflict."	"Financial Times (FT.Com)"	"30 October 2006"
892	1905	"FT.com site : THE DONORS: A make-or-break moment after years of conflict."	"Financial Times (FT.Com)"	"30 October 2006"
18763	5886	"FT.com site : Zimbabwe to buy more Chinese aircraft."	"Financial Times (FT.Com)"	"24 August 2006"
998	2086	"Fujian merchants set up garment logistic chains in Madagascar"	"NewsTrak Daily"	"23 July 2007"
784	1713	"Full text of white paper on ""China's National Defence in 2008"""	"BBC Monitoring Asia Pacific"	"20 January 2009"
12540	5045	"Full text of white paper on ""China's National Defence in 2008"""	"BBC Monitoring Asia Pacific"	"20 January 2009"
997	2085	"Full text of Wu Bangguo's Cairo speech on China-Africa cooperation"	"BBC Monitoring Asia Pacific"	"27 May 2007"
805	1741	"Full Text: China's Foreign Aid (8)"	"Xinhua News Agency"	"21 April 2011"
24558	6760	"Full Text: China's National Defense in 2008 (36)"	"Xinhua News Agency"	"19 January 2009"
2439	4719	"Full Text: China's National Defense in 2008 (36)"	"Xinhua News Agency"	"19 January 2009"
2408	4652	"Full Text: China's National Defense in 2008 (36)"	"Xinhua News Agency"	"19 January 2009"
22055	6513	"Funds Flow, But Water Taps Run Dry [opinion]"	"All Africa"	"18 August 2011"
1214	2512	"Further Chinese Funds for National Stadium"	"All Africa"	"3 March 2009"
1759	3503	"Future of Sino-Senegalese relations bright: Chinese ambassador"	"Xinhua News Agency"	"27 September 2007"
1760	3504	"Future of Sino-Senegalese relations bright: Chinese ambassador"	"Xinhua News Agency"	"27 September 2007"
1700	3389	"Future of Sino-Senegalese relations bright: Chinese ambassador"	"Xinhua News Agency"	"27 September 2007"
12382	5029	"Gabon signs cooperation agreements with China over oil exploitation"	"BBC Monitoring Africa"	"2 February 2004"
610	1374	"Gabon signs cooperation agreements with China over oil exploitation"	"BBC Monitoring Africa"	"2 February 2004"
677	1487	"Gabon to launch postponed licensing oil round on October 27"	"Platts Commodity News"	"27 May 2010"
586	1337	"Gabon, China Enhance Cooperation Ties"	"All Africa"	"10 September 2004"
20490	6233	"Gabon, China Enhance Cooperation Ties"	"All Africa"	"10 September 2004"
690	1520	"Gabon, CITIC to mine 26 mln T manganese resource"	"Reuters News"	"23 October 2010"
692	1529	"Gabonese President Bongo Meets with Yang Jiechi"	"African Press Organization"	"15 February 2011"
772	1685	"Gansu Sends 12 Medical Teams to Madagascar."	"Xinhua News Agency"	"22 November 2000"
902	1921	"German, Chinese ambassadors call on deputy prime minister."	"BBC Monitoring Africa"	"14 September 2002"
2083	4080	"GHANA : Ghana to get $167 million more from China for Bui Project"	"Mena Report"	"19 February 2011"
1243	2560	"Ghana acquires loan for electrification project from China."	"BBC Monitoring Africa - Economic"	"3 March 2000"
1962	3860	"Ghana eyes Kosmos Energy's stake in offshore Jubilee field"	"Platts Commodity News"	"6 July 2009"
2034	7131	"Ghana Gas sees early pay-off of China loan"	"Reuters News"	"16 December 2011"
2029	3975	"Ghana Gas sees early pay-off of China loan"	"Reuters News"	"16 December 2011"
2029	3977	"Ghana Lawmakers Approve $3 Bln Loan With China Development Bank"	"Dow Jones Global FX &amp; Fixed Income News"	"26 August 2011"
2034	7129	"Ghana Lawmakers Approve $3 Bln Loan With China Development Bank"	"Dow Jones Global FX &amp; Fixed Income News"	"26 August 2011"
2031	3984	"Ghana leader lauds China relations"	"China Daily - Hong Kong Edition"	"23 September 2010"
2097	4104	"Ghana Loan Extends China's African Reach"	"International Oil Daily"	"15 August 2011"
2034	7200	"Ghana Loan Extends China's African Reach"	"International Oil Daily"	"15 August 2011"
2029	3978	"Ghana mulls CDB infrastructure soft loan"	"www.projectfinancemagazine.com [http://www.projectfinancemagazine.com]"	"1 August 2011"
2005	3933	"Ghana Opens Receipt of Expressions of Interest for Shanghai Expo"	"All Africa"	"12 April 2010"
1510	3019	"Ghana receives 3.75m-dollar ""interest-free"" loan from China"	"BBC Monitoring Africa"	"10 March 2004"
1509	3018	"Ghana receives 3.75m-dollar ""interest-free"" loan from China"	"BBC Monitoring Africa"	"10 March 2004"
2097	4105	"Ghana Secures $800 Mln Chinese Loan For Gas Infrastructure"	"Dow Jones Asian Equities Report"	"12 August 2011"
2034	7202	"Ghana Secures $800 Mln Chinese Loan For Gas Infrastructure"	"Dow Jones Asian Equities Report"	"12 August 2011"
2059	4040	"Ghana seeks Chinese funding for infrastructure projects"	"BBC Monitoring Africa"	"17 February 2011"
1768	3522	"Ghana Signs Dam Agreement With Chinese Firm"	"Dow Jones International News"	"19 April 2007"
183	483	"Ghana Signs Dam Agreement With Chinese Firm"	"Dow Jones International News"	"19 April 2007"
2060	4041	"Ghana signs deal with China to extend electricity to the northern area"	"BBC Monitoring Africa"	"20 January 2011"
2027	3967	"Ghana signs deal with China to extend electricity to the northern area"	"BBC Monitoring Africa"	"20 January 2011"
1871	3699	"Ghana signs telecoms loan with China Exim"	"Trade Finance"	"1 May 2008"
149	371	"Ghana to Become Ict Showpiece - Kan Dapaah."	"All Africa"	"7 July 2003"
1409	2843	"Ghana to Become Ict Showpiece - Kan Dapaah."	"All Africa"	"7 July 2003"
2036	4005	"Ghana, China establish ties for media collaboration"	"BBC Monitoring Africa"	"28 October 2010"
2053	4030	"Ghana, China National sign $6b railroad deal"	"Logistic China"	"28 November 2010"
28056	7149	"Ghana, China National sign $6b railroad deal"	"Logistic China"	"28 November 2010"
1501	3010	"Ghana, China sign 1.25m-dollar military grant agreement"	"BBC Monitoring Africa"	"9 March 2004"
